Drug_ID,Drug,Y
14743301,CCCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(C3CCS(=O)(=O)C3)C2=O)cc1,13.3355
22411091,CNS(=O)(=O)c1ccc2c(c1)NC(=O)C1CCCN21,14.5514
49828854,COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N([C@@H](C)C(=O)NCc2ccco2)C(=O)[C@]31C,-12.4917
49676282,COc1ccc(OCCN(C)CC(=O)Nc2ccccc2SC)cc1,3.45349999999999
47203560,COc1nc(NCCO)nc(Nc2cc(Cl)ccc2OC)n1,12.9283
14726607,Cn1c(SCC(=O)NC2CCCCC2)nnc1-c1cccc(N)c1,12.0212
49731208,COC(=O)c1cc(S(=O)(=O)N(C)Cc2ccco2)c[nH]1,8.26159999999999
56319014,Cc1nn(-c2ccccc2)c(C)c1NC(=O)COC(=O)c1ccc(Cl)c(N)c1,-2.91930000000001
22406190,Cc1ccc(NC(=O)C(CC(C)C)NC(N)=O)cc1Cl,-2.5043
14719231,CCNC(=O)C(Sc1ccccc1)c1ccccc1,4.72349999999999
49732566,CC(=O)c1cccc(CN2CCc3ccc(NC(=O)C4CCCO4)cc3C2)c1,17.5205
24810634,C/C(=N\N=C1\NC(=O)CS1)c1cccs1,13.4438
865524,CCCc1nc2oc3cc(OC)ccc3c(=O)c2c(=O)n1Cc1ccco1,2.52559999999999
24825257,O=C(C1=C[C@H](C2CC2)C[C@H](OCCCCO)O1)N1CCN(Cc2ccccc2)CC1,-1.31880000000001
26726922,COC(=O)c1ccc(S(=O)(=O)NCc2ccco2)o1,9.1811
49821243,CC(C)(Oc1ccc(Cl)cc1)C(=O)NNC(=O)c1ccc(Br)o1,11.4966
14734036,Cc1cc(N2CCN(c3ccccc3)CC2)nc(-c2ccccc2O)n1,1.3281
49723102,COc1cc(NC(=O)C2=CC(c3cccs3)=NS(=O)(=O)N2C)cc(OC)c1OC,1.67339999999999
26729965,O=C(Nc1cccc(Cl)c1)Nc1sccc1-c1nc2ccccc2s1,19.64658
22410760,O=C(NN=C1C2CC3CC(C2)CC1C3)c1cccc(S(=O)(=O)N2CCOCC2)c1,10.6959
4256340,Cc1ccc(-n2c(N)c(-c3nc4ccccc4n3C)sc2=S)cc1,6.9433
17385890,c1ccc(CSc2nnc(-c3ccccn3)n2-c2ccccc2)cc1,3.32269999999999
49680220,CC(=O)Nc1c2c(nn1-c1ccccc1C)CS(=O)C2,9.688
24790466,Cc1nn(C)c(C)c1S(=O)(=O)N1CCC(CO)(CC2CCCCO2)CC1,-7.4022
26730009,CCn1nc(C)cc1C(=O)n1nc(C)c(Sc2ncccn2)c1C,6.3398
24810910,O=[N+]([O-])/C=C1\NCCN1Cc1ccc(Cl)nc1,11.0121
17509301,Cc1cc(=O)n(C)c(=O)n1CCCCCCOc1ccc([N+](=O)[O-])cc1,-11.1318
16953952,CSc1cccc(NC(=O)COc2cccc3ccccc23)c1,15.8378
4245690,Cc1ccc(-c2noc(CSc3nc(N)cc(N)n3)n2)cc1,-3.50830000000001
17431704,Cc1cnn(-c2cc(N/N=C/c3cccc(F)c3)ncn2)c1,15.0495
51086939,O=C(CSc1nc(=O)n(CCN2CCOCC2)c2c1CCC2)Nc1ccc(OC(F)(F)F)cc1,-40.2463
22400504,O=C(Cn1cnc2nc3n(c2c1=O)CCC3)NCc1ccccc1,4.67459999999999
847945,Cc1nc(N)c(C#N)c(-c2ccccc2)c1C,1.7563
24808426,CC(C)CNC(=O)Cn1nc(C(F)(F)F)c2c1CCCC2,4.0093
49649045,CCN(CC)CCCNc1nc2ccccc2c2nc(-c3ccncc3)nn12,-34.5567
4241856,CCSc1nnc(NC(=O)CSc2nc3c(c(=O)n2CC)SC(C)C3)s1,10.9539
14740456,O=C(CN1CCSCC1)N/N=C/c1ccc(F)cc1F,-0.148500000000006
4247968,O=C(CCn1c(=O)oc2ccccc21)N1CCN(C(c2ccccc2)c2ccccc2)CC1,8.604
17414597,Cc1ccc(C)c(NC(=O)c2cc(=O)c3ccccc3o2)c1,8.954
22403633,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N(c1ccccn1)c1ccccn1,-15.8783
56462786,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.5155
4244918,Cc1c(C)c2cc3c4c(oc3c(C)c2oc1=O)CCCC4,-0.480200000000004
863494,CCOC(=O)c1cccc(NC(=O)N[C@@H](C)C(=O)OC)c1,12.2405
7975055,CCCCN(C)Cc1c(O)ccc2c(-c3ccccc3)cc(=O)oc12,-4.52340000000001
17517186,COc1cccc(/C=C/C(=O)OCC(=O)c2cc(C)n(CC3CCCO3)c2C)c1OC,5.3037
17510355,COc1cccc(/C=C2\N=C(c3cncc(Br)c3)OC2=O)c1,17.1223
14744324,COc1cc(Cl)c(C)cc1NC(=O)COC(=O)/C=C/c1c(C)nn(C2CCS(=O)(=O)C2)c1Cl,11.704
49645419,CCc1ccc(N2C(=O)C3C4C=CC(CC4)C3C2=O)cc1,13.5372
850383,CCOc1ccc(NC(=O)CS(=O)CC(=O)NC2CCCc3ccccc32)cc1,15.2434
3714106,COc1ccc(CCNC(=O)CN2CCC(C(N)=O)CC2)cc1,14.2275
24823885,CCc1ccc(NC(=O)CCc2nc3ccccc3[nH]2)cc1,2.6253
24824133,C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,14.522
14741860,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CN1CCc2ccccc2C1,-2.5988
51089936,COc1ccc(CCNC(=O)C(=O)NCCC2CCCCN2S(=O)(=O)c2ccccc2)cc1,9.0206
14719149,Cc1nc(NC(=O)c2cc(-n3cnnc3)ccc2Cl)ccc1Br,-3.10590000000001
24805665,CCCCOc1ccc(NC(=O)CCSc2nccn2C)cc1,7.90869999999999
46501301,COc1cc(CCCN2CCNC[C@@H]2Cc2ccc(O)cc2)cc(OC)c1OC,9.45529999999999
49672794,COc1ccccc1C(=O)NC(C)c1cccc2ccccc12,12.4145
4244714,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1ccco1,7.8594
51086440,COc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)NCc2ccccc2Cl)cc1,5.54519999999999
24839101,COc1ccc(C(C)=O)cc1CN1C(=O)NC2(CCCC2)C1=O,2.2302
7977465,CN(C)Cc1c(O)ccc2occ(C(O)c3ccccc3)c12,10.8103
17415312,O=C(N/N=C/c1ccc(-c2cccc(C(F)(F)F)c2)o1)c1cccc(F)c1,6.11139999999999
24837359,O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,10.4954
24822956,Cc1ccc(CC(CC(=O)O)C(=O)NCC23CC4CC(CC(C4)C2)C3)cc1,11.5352
852913,Cn1c(=O)c2c(ncn2CCCc2ccccc2)n(C)c1=O,4.0366
14735903,C=CCn1c(CCCOc2ccc(Cl)cc2Cl)nnc1SCC(=O)Nc1nccs1,7.34929999999999
14737676,CCN(CC)C(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cccc(OC)c1,8.9725
14729062,Cc1sc(-c2ccncc2)nc1OC(=O)c1ccccc1,8.48659999999999
17403011,Cc1cc(C)n2nc(-c3sccc3-n3c(C)ccc3C)cc2n1,14.503
24838094,COc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1C(=O)NCCc1ccccn1,10.0663
14738415,COc1ccc(CCn2c(=O)[nH]c3cc(C(=O)NCCN4CCOCC4)ccc3c2=O)cc1OC,8.2291
22412117,O=C(NC1(C(F)(F)F)NC(=O)N(CCc2ccccc2)C1=O)C1CC1,4.3316
7976217,COc1ccc(OCC(=O)Nc2ccc(N3CCOCC3)cc2)cc1,0.628099999999996
17401574,Cc1ccc(-n2c(C)cc(/C=N/Nc3ccc([N+](=O)[O-])cn3)c2C)c(C)c1,8.36829999999999
50086691,CC(C)CCCN1CCN=C1N(C)C,12.492
57268733,CCn1c(CN2CCCCC2)nc2cc(S(=O)(=O)N3CCCCC3)ccc21,7.5974
14738289,O=C(C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1)N1CCN(c2ccccc2)CC1,-5.63130000000001
861149,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N[C@H](C(=O)NCc3ccco3)C(C)C)CC2)cc1,-0.917600000000004
24825520,Cc1cc(=O)oc2cc(OCC(=O)OCC(=O)N3CCC(C)CC3)ccc12,13.511
49717345,CC1CC(C)CN(S(=O)(=O)N2CCCC(C(=O)NC(C)c3ccccc3)C2)C1,10.1478
26671662,Nc1nnc(CC(=O)N/N=C/c2ccc(-c3ccc(F)cc3)o2)s1,8.5275
17387553,Cc1nc2ccc(N=NC3=C(O)CCCC3=O)cc2s1,12.4542
49669645,CCc1cccc(NC(=S)N(CCN(C)C)C2CCN(C(C)C)CC2)c1,14.2978
22415784,Cc1c(NC(=S)NC(=O)c2cc3ccccc3o2)c(=O)n(-c2ccccc2)n1C,5.633
56315770,CN(C)S(=O)(=O)c1cccc(NC(=O)c2ccc3c(c2)OCCO3)c1,-5.58780000000001
4260243,Cc1cc(OCCCC(=O)N2CCCCC2)cc(C)c1Cl,3.82579999999999
24805513,O=c1oc(-c2cccs2)nc2ccc(Cl)cc12,17.3897
17387850,Cc1ccc([N+](=O)[O-])c2cccnc12,16.0828
24841499,C#CCNC(=O)C1=C[C@@H](c2cn(C(C)=O)c3ccccc23)C[C@@H](OCCCCO)O1,-13.768
17508059,O=C(NCc1ccc(-c2nc3ccccc3s2)cc1)c1ccco1,5.75939999999999
22402647,O=C1COc2ccc(C(=O)c3ccccc3C(=O)O)cc2N1,14.2231
4250149,O=C(C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1)N1CCOCC1,19.61719
49647142,CN1c2ccc([N+](=O)[O-])cc2C(C)(C)C12C=Cc1cc(C(=O)O)ccc1O2,12.988
49666405,CCC(CC)C(=O)c1c[nH]c(C(=O)NCc2ccccc2)c1,8.10839999999999
26667737,C=CCn1c(SCC(=O)Nc2ccc(NC(=O)c3ccco3)c(OC)c2)nnc1-c1ccncc1,5.01019999999999
24790702,CC1CCCN(CC(O)COCc2ccccc2)C1.Cl,10.5686
22404090,Cc1ccc(C(=O)Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)o1,11.8166
50085824,COc1ccccc1S(=O)(=O)CC(O)COc1ccccc1Cl,9.7896
4246703,CCN(CC)CCn1c(=S)[nH]c2ccc(Cl)cc2c1=O,-48.9938
24795309,CCOCCc1nnc(NC(=O)c2cc(OC)c(OC)cc2[N+](=O)[O-])s1,6.00479999999999
24830906,Cc1sc2ncnc(OCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C,5.5516
56315712,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cccnc1Cl,0.883099999999995
47200023,COc1cc(CN2CCN(Cc3c[nH]c4ccccc34)CC2CCO)cc(OC)c1,6.19759999999999
24826728,COCCNC(=O)NC(=O)COC(=O)c1cccn1C,8.0397
24806070,C=CCNC(=O)C(=O)NCC1CCCN1CC,2.8281
17517296,O=C(CCc1nc2ccccc2s1)OCc1ccccc1F,10.5101
24813223,O=C(Cn1nnc(-c2ccccc2)n1)NNC(=O)c1ccccc1,-1.0178
7975859,O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2ccco2)CC1,-1.02000000000001
26664214,CC(C)c1ccc(/C=C/C(=O)O)cc1,8.7164
14744077,Cc1ccc(OCc2nc(-c3ccccn3)n[nH]2)cc1,1.53589999999999
24799124,CCOC(=O)C1(Cc2ccc(Cl)cc2)CCN(C(=O)c2cc(C)nc(C)n2)CC1,-0.647400000000005
56315288,O=C(CN1C(=O)NC2(CCCC2)C1=O)Nc1cc(C(F)(F)F)ccc1N1CCCCC1,7.93249999999999
24807507,O=C(CC1SCCNC1=O)Nc1ccc(Cl)c(Cl)c1,3.37189999999999
49734299,COc1ccc(CNC(=O)C[C@H]2C(=O)N(C3CCCCC3)C[C@@H]2Cc2ccccc2)cc1,-2.93380000000001
49723367,O=C(c1ccccc1NS(=O)(=O)c1cccc([N+](=O)[O-])c1)N1CCCC1,7.1501
49649742,O=C1/C(=C\c2ccc(O)c(O)c2)SC(=S)N1Cc1ccccc1,12.3297
47201033,Cc1cc(=O)[nH]c(N/N=C/c2cccc(Br)c2)n1,7.6722
17505742,O=c1c2ccccc2nc(SCc2ccc([N+](=O)[O-])cc2)n1-c1ccc(Cl)cc1,4.42099999999999
49817979,Cc1cccc(CCNC(=O)C2CCC(=O)N(Cc3ccccc3F)C2)n1,13.5181
851242,O=C(CN(Cc1ccco1)C(=O)Cn1nnc(-c2cccs2)n1)NCc1ccccc1,4.80749999999999
26731157,CCOC(=O)c1nc(C)sc1-c1ccnn1S(=O)(=O)c1cccc(Cl)c1,19.3562
14731517,CCCc1nc(SCc2ccccc2Cl)n[nH]1,14.1577
49721527,Cc1ccc(CNC(=O)C2CCN(c3nnc(N4CCCC4=O)s3)CC2)cc1,12.4749
863533,CC(C)(C)NCc1cc2ccccc2[nH]c1=O,8.10389999999999
846311,CC(=O)N1CCc2[nH]c3ccccc3c2C1,6.024
24799978,CSc1cccc(CN2CCC(CO)(Cc3cccc(C(F)(F)F)c3)CC2)c1,-35.918
49722014,O=C1COc2ccc(S(=O)(=O)CCC(=O)N3CCN(c4ccccc4)CC3)cc2N1,4.5822
22414503,O=C(O)Cc1ccc(N=Cc2c(O)ccc3ccccc23)cc1,0.153699999999994
49642328,O=C(NCc1ccccc1Cl)C1CCCN1C(=O)Nc1ccccc1,13.707
24800953,O=C(O)/C(=C\c1cccs1)c1ccccc1,5.13729999999999
49667153,O=c1c2cc([N+](=O)[O-])ccc2nc2n1CCCC2,6.24629999999999
50085811,COc1ccc(OC)c(S(=O)(=O)NCc2cc(-c3ccccc3)no2)c1,11.6541
56324107,CC1CC(C)CN(C(=O)COC(=O)Cc2c[nH]c3ccccc23)C1,12.1746
49721801,CC(C)(C)OC(=O)N1CCC(c2c(C(=O)NC3CC3)cnn2-c2ccccc2)CC1,10.4686
24824280,CC(c1c(O)c2ccccc2[nH]c1=O)C1(C)CCC(O)C(C)(C)O1,-0.766500000000004
56322340,Cc1ccc(NC(=O)CN(C)C(=O)CNC(=O)c2sc3ccccc3c2Cl)cc1,9.2336
4262272,NS(=O)(=O)c1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,-4.47480000000001
57263961,COc1ccc(NC(=O)CC(C)c2ccccc2)cc1S(=O)(=O)N1CCOCC1,9.0332
17410719,COc1ccc(C(=O)Nc2ccc(NC(=O)c3cnccn3)cn2)cc1,7.2606
24791403,NS(=O)(=O)c1cc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)ccc1Cl,7.08859999999999
17401849,CCCNC(=O)Cn1cnc2sc(C(=O)Nc3ccc4c(c3)OCO4)c(C)c2c1=O,7.3521
4252190,CCCS(=O)(=O)N1CCC(C(=O)N2CCC(Cc3ccccc3)CC2)CC1,-16.0169
845203,COc1ccc(OCc2nnc(SCC(=O)NCc3ccco3)o2)cc1,8.0015
22416450,CCc1nnc(NC(=O)CN2C(=O)/C(=C/c3cc(OC)c(OC)c(OC)c3)SC2=S)s1,14.8756
26659018,O=C(O)c1ccc(N/N=C/c2cn(Cc3ccc(F)cc3)c3ccccc23)cc1,10.5671
24803392,O=C(O)Cn1cc(C(=O)C(F)(F)F)c2ccccc21,19.64838
24817393,O=C1CCN(C(=O)c2ccc(Cl)cc2)N1,-14.0549
17508725,CC1CCc2c(sc(NC(=O)CSc3nc4c(c(C(F)(F)F)n3)CCc3ccccc3-4)c2C(N)=O)C1,20.12947
24818789,O=c1[nH]ncn1-c1ccccc1,12.3027
49644955,CC(C)N1CCN(S(=O)(=O)c2ccccc2)CC1.O=C(O)C(=O)O,9.1036
57262179,O=C(COC(=O)c1ccc(O)cc1O)Nc1ccc2ccccc2c1,12.3821
22406849,O=C(Nc1ccc(Cl)cc1C(F)(F)F)C(Sc1nnc(-c2cccs2)o1)c1ccccc1,0.358899999999995
14744160,CC(NC(=O)COc1ccc(Oc2ccccc2)cc1)C(=O)O,-2.71520000000001
14728674,Cc1ccc(S(=O)(=O)N2CCC(=O)N(C(COCc3ccc(Cl)cc3Cl)Cc3ccccc3)CC2)cc1,12.8603
4255362,COC(=O)COc1ccc(S(=O)(=O)NCCC2=CCCCC2)cc1C,4.6547
14720513,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1nccs1,16.2105
26727376,O=C(CCn1cnc2ncccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,6.46879999999999
26664032,COc1cc2c3c(c1)c(N=NC(N)=S)c(O)n3C(C)(C)C=C2C,18.3765
4240477,COc1ccc(C2=NOC(C(=O)NCc3ccco3)C2)cc1OC,-5.48790000000001
56320568,CC(=O)c1oc2ccccc2c1NC(=O)COC(=O)c1ccc(-n2nc(C)cc2C)cc1,21.25921
56323880,CCOc1ccc(NC(=O)CN(C)C(=O)c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)cc1OCC,-8.9558
49828587,CN1CCN(C(=O)/C(=C\c2cccs2)NC(=O)c2ccc(C(C)(C)C)cc2)CC1,19.86012
22400546,Cc1cc(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2O)n[nH]1,1.96909999999999
47198416,CCc1cc(C)cc(OCCOc2ccccc2/C=N/NC(C)=O)c1,11.6101
49723453,Cc1cc2c(cc1S(=O)(=O)NCC(C)c1ccccc1)n(C)c(=O)c(=O)n2C,-7.0713
49643445,Cc1ccc(S(=O)(=O)NCc2cccnc2)cc1,12.9505
855819,COc1ccc(C(=O)Nc2cccnc2)cc1C(=O)Nc1cccnc1,16.046
7973812,CC(CNC(=O)c1ccc(Br)o1)NC(=O)c1ccc(Br)o1,8.686
7978009,COc1ccc(C(N)=O)cc1N,21.0701
3716494,COc1ccc(NC(=O)CNc2cccc(C#N)c2)cc1Cl,2.01049999999999
7976502,O=C(Nc1cccc2c1CCCC2)c1ccco1,7.17559999999999
24824862,CCO[C@@H]1OC(C(=O)N2CCN(Cc3ccccc3)CC2)=C[C@H](c2csc3ccccc23)[C@H]1CCCO,8.18839999999999
49828351,Cc1cc(C(=O)NCC(=O)Nc2c(C)cccc2C)c(C)o1,10.8027
14727797,O=C(c1ccccc1Sc1cccc2ccccc12)N1CCOCC1,7.17089999999999
14725734,CC(C)c1ccc(NC(=O)c2ccc(Br)o2)cc1,8.70669999999999
49723823,Cc1cc(C)n(-c2ccc(NC(=O)C3CCCCN3C(=O)c3cccs3)cc2)n1,0.894599999999993
24708132,CCC(C)[C@H](N)c1cn([C@@H](Cc2ccc(O)cc2)C(=O)N2CCNCC2)nn1.Cl,12.8187
24817767,Cc1cn(C)c(=O)n(C)c1=O,1.212
24812728,CCc1ccc(NC(=O)c2cnn(-c3ccccc3)c2C2CCNCC2)cc1.Cl,-8.83610000000001
7968157,CCCN1Cc2cccc(C(=O)N3CCN(c4cc(Cl)ccc4C)CC3)c2C1=O,-8.85220000000001
22416023,CCOC(=O)c1sc(NC(=O)CSc2n[nH]c(CC(C)C)n2)nc1C,-4.44410000000001
24786537,CCOc1ccccc1N(CC(=O)Nc1ccccc1C(=O)NCC(C)C)S(C)(=O)=O,19.3242
17406692,CCOC(=O)c1c(C)nc2sc3c(=O)n(-c4ccc(C(C)=O)cc4)nnc3c2c1-c1ccc(Cl)cc1,3.18579999999999
51085223,CN1CCc2c(OCC(=O)NC3CCCCC3)cccc2C1=O,14.309
14727471,CN(C)CC1CSCCC1(O)c1ccccc1Cl.Cl,6.19059999999999
24832651,CN1CCN(c2ccc(Cl)cc2NC(=O)CCN2C(=O)c3ccccc3C2=O)CC1,6.7537
51086425,O=C(NCCSc1ncc(-c2ccccc2)[nH]1)c1ccco1,5.67639999999999
49717547,CCn1c(SCC(=O)NC2CC2)nnc1-c1ccc(C)cc1,7.5023
14727914,COc1ccccc1NC(=O)CN(Cc1ccccc1)S(C)(=O)=O,10.033
14731597,CC(C)CCNC(=O)CCCC1=NS(=O)(=O)c2ccccc2N1,3.78279999999999
17507282,CCc1cc2ccccc2nc1SCC(=O)Nc1cc(OC)c(OC)cc1C(=O)O,3.7655
49679992,Cc1cc(C)cc(NC(=O)Nc2ccc(NC(=O)c3ccccc3O)cc2)c1,9.17849999999999
26729821,Cc1c(O)nc2ccccn2c1=O,1.20799999999999
49677170,Cc1cc2ncn(-c3ncccc3[N+](=O)[O-])c2cc1C,13.8913
843719,O=C(CSc1nnnn1-c1ccc2c(c1)OCCO2)c1cccc2c1OCCO2,7.80189999999999
17433876,Cc1cccc(-c2cc(C(=O)NCc3ccccn3)c3ccccc3n2)c1,8.68619999999999
4242372,Cc1ccc(CCNC(=O)C2CCN(c3nn4c(=O)cc(C)nc4s3)CC2)cc1,0.535399999999996
